map_id,tier,nest_drop_id,quality_group,prob_in_group,p50_price_per_item,p50_price_per_cell
2101,101,2001,q1,0.29365701,160.0,134.0
2101,101,2001,q2,0.31323414,458.0,301.0
2101,101,2001,q3,0.29365701,1661.0,992.5
2101,101,2001,q4,0.07830854,5724.0,2514.0
2101,101,2001,q5,0.01957713,27675.0,11175.0
2101,101,2001,q6,0.00156617,68400.0,68100.0
2101,101,2001,q1+q2,0.60689115,295.0,192.0
2101,101,2001,q1+q3,0.58731402,711.0,377.0
2101,101,2001,q1+q4,0.37196554,186.0,146.0
2101,101,2001,q1+q5,0.31323414,168.0,137.0
2101,101,2001,q1+q6,0.29522318,160.0,134.0
2101,101,2001,q2+q3,0.60689115,923.0,480.0
2101,101,2001,q2+q4,0.39154268,536.0,319.0
2101,101,2001,q2+q5,0.33281128,466.0,312.0
2101,101,2001,q2+q6,0.31480031,458.0,301.0
2101,101,2001,q3+q4,0.37196554,2214.0,1175.0
2101,101,2001,q3+q5,0.31323414,1796.0,1026.0
2101,101,2001,q3+q6,0.29522318,1661.0,992.5
2101,101,2001,q4+q5,0.09788567,7655.0,2720.0
2101,101,2001,q4+q6,0.07987471,6012.0,2514.0
2101,101,2001,q5+q6,0.0211433,29500.0,11307.75
2101,101,2001,q1+q2+q3,0.90054816,466.0,302.5
2101,101,2001,q1+q2+q4,0.68519969,319.0,223.0
2101,101,2001,q1+q2+q5,0.62646829,304.0,200.0
2101,101,2001,q1+q2+q6,0.60845732,299.0,192.0
2101,101,2001,q1+q3+q4,0.66562255,923.0,651.0
2101,101,2001,q1+q3+q5,0.60689115,810.0,490.0
2101,101,2001,q1+q3+q6,0.58888019,711.0,396.625
2101,101,2001,q1+q4+q5,0.39154268,192.0,146.0
2101,101,2001,q1+q4+q6,0.37353171,189.0,146.0
2101,101,2001,q1+q5+q6,0.31480031,169.0,137.0
2101,101,2001,q2+q3+q4,0.68519969,1089.0,675.0
2101,101,2001,q2+q3+q5,0.62646829,938.0,547.5
2101,101,2001,q2+q3+q6,0.60845732,923.0,480.0
2101,101,2001,q2+q4+q5,0.41111981,635.0,343.75
2101,101,2001,q2+q4+q6,0.39310885,536.0,319.0
2101,101,2001,q2+q5+q6,0.33437745,466.0,312.0
2101,101,2001,q3+q4+q5,0.39154268,2363.0,1242.0
2101,101,2001,q3+q4+q6,0.37353171,2214.0,1175.0
2101,101,2001,q3+q5+q6,0.31480031,1796.0,1026.0
2101,101,2001,q4+q5+q6,0.09945184,7655.0,2720.0
2101,101,2001,q1+q2+q3+q4,0.9788567,599.0,327.0
2101,101,2001,q1+q2+q3+q5,0.92012529,473.0,312.0
2101,101,2001,q1+q2+q3+q6,0.90211433,466.0,306.5
2101,101,2001,q1+q2+q4+q5,0.70477682,340.0,239.3333
2101,101,2001,q1+q2+q4+q6,0.68676586,319.0,226.75
2101,101,2001,q1+q2+q5+q6,0.62803446,305.0,200.0
2101,101,2001,q1+q3+q4+q5,0.68519969,938.0,711.0
2101,101,2001,q1+q3+q4+q6,0.66718872,923.0,651.0
2101,101,2001,q1+q3+q5+q6,0.60845732,810.0,490.0
2101,101,2001,q1+q4+q5+q6,0.39310885,192.0,146.0
2101,101,2001,q2+q3+q4+q5,0.70477682,1130.0,711.0
2101,101,2001,q2+q3+q4+q6,0.68676586,1089.0,675.0
2101,101,2001,q2+q3+q5+q6,0.62803446,968.0,549.0
2101,101,2001,q2+q4+q5+q6,0.41268598,635.0,352.75
2101,101,2001,q3+q4+q5+q6,0.39310885,2363.0,1260.0
2101,101,2001,q1+q2+q3+q4+q5,0.99843383,654.0,352.75
2101,101,2001,q1+q2+q3+q4+q6,0.98042287,609.0,327.0
2101,101,2001,q1+q2+q3+q5+q6,0.92169146,473.0,312.0
2101,101,2001,q1+q2+q4+q5+q6,0.70634299,341.0,239.3333
2101,101,2001,q1+q3+q4+q5+q6,0.68676586,968.0,711.0
2101,101,2001,q2+q3+q4+q5+q6,0.70634299,1130.0,711.0
2101,101,2001,q1+q2+q3+q4+q5+q6,1.0,654.0,358.25
2101,101,2001,all,1.0,654.0,358.25
2102,101,2002,q1,0.29358995,156.0,134.0
2102,101,2002,q2,0.31316262,445.0,312.0
2102,101,2002,q3,0.29358995,1530.0,949.5
2102,101,2002,q4,0.07829065,5724.0,2460.0
2102,101,2002,q5,0.01957266,29025.0,12217.5
2102,101,2002,q6,0.00179416,54675.0,54675.0
2102,101,2002,q1+q2,0.60675257,295.0,200.0
2102,101,2002,q1+q3,0.58717991,711.0,377.0
2102,101,2002,q1+q4,0.37188061,189.0,143.0
2102,101,2002,q1+q5,0.31316262,168.0,137.0
2102,101,2002,q1+q6,0.29538411,156.0,134.0
2102,101,2002,q2+q3,0.60675257,855.0,475.0
2102,101,2002,q2+q4,0.39145327,475.0,360.0
2102,101,2002,q2+q5,0.33273528,458.0,317.5
2102,101,2002,q2+q6,0.31495678,445.0,312.0
2102,101,2002,q3+q4,0.37188061,2160.0,1050.0
2102,101,2002,q3+q5,0.31316262,1767.0,968.0
2102,101,2002,q3+q6,0.29538411,1530.0,949.5
2102,101,2002,q4+q5,0.09786332,6624.0,2600.0
2102,101,2002,q4+q6,0.08008481,5724.0,2470.0
2102,101,2002,q5+q6,0.02136682,33000.0,12480.0
2102,101,2002,q1+q2+q3,0.90034252,458.0,315.0
2102,101,2002,q1+q2+q4,0.68504322,331.0,257.0
2102,101,2002,q1+q2+q5,0.62632523,312.0,219.5
2102,101,2002,q1+q2+q6,0.60854673,299.0,200.0
2102,101,2002,q1+q3+q4,0.66547056,855.0,711.0
2102,101,2002,q1+q3+q5,0.60675257,848.0,490.0
2102,101,2002,q1+q3+q6,0.58897407,711.0,396.625
2102,101,2002,q1+q4+q5,0.39145327,200.0,146.0
2102,101,2002,q1+q4+q6,0.37367477,192.0,146.0
2102,101,2002,q1+q5+q6,0.31495678,169.0,137.0
2102,101,2002,q2+q3+q4,0.68504322,1044.0,675.0
2102,101,2002,q2+q3+q5,0.62632523,886.0,522.5
